participant_id,name,age,gender,education,district,taluka,family_income,below_poverty_line,course_enrolled,training_center_id,enrollment_date,current_status,assessment_score,certified,certification_date,placement_status,company_name,job_role,salary_offered,placement_date,job_location,training_satisfaction,would_recommend
PART_00897,Preeti Chopra 16,32,Other,Post Graduate,Aurangabad,Taluka_10,1-3 Lakhs,Yes,Warehouse Management,TC_0158,2026-07-27,Certified,95.0,Yes,2027-01-21,Further Studies,,,,,,,
PART_00898,Sunita Kaur 40,32,Female,Post Graduate,Amravati,Taluka_3,3-5 Lakhs,No,Welding Technology,TC_0194,2025-02-20,Completed,58.0,No,,Not Placed,,,,,,1.0,Maybe
PART_00899,Vikram Singh 46,39,Male,12th Pass,Parbhani,Taluka_1,1-3 Lakhs,Yes,Full Stack Development,TC_0080,2025-12-17,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00900,Neha Dubey 48,22,Male,Diploma,Jalna,Taluka_5,5-10 Lakhs,Yes,CNC Operation,TC_0134,2025-11-06,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00901,Rekha Pillai 62,35,Female,12th Pass,Dhule,Taluka_9,3-5 Lakhs,No,Automotive Mechanic,TC_0496,2026-01-09,Assessed,92.0,No,,Not Applicable,,,,,,,
PART_00902,Rajesh Kumar 46,40,Male,Post Graduate,Kolhapur,Taluka_4,Below 1 Lakh,No,Electrician Training,TC_0125,2025-11-06,Completed,66.0,No,,Placed,Apollo Hospitals,UI/UX Designer,25340.0,,Pune,2.0,Maybe
PART_00903,Meera Nair 72,19,Female,12th Pass,Amravati,Taluka_2,Above 10 Lakhs,No,Electrician Training,TC_0125,2026-05-18,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_00904,Kavita Rao 82,23,Female,Post Graduate,Sangli,Taluka_6,Above 10 Lakhs,Yes,Automotive Mechanic,TC_0445,2025-07-10,Completed,78.0,No,,Placed,ABB India,Supply Chain Analyst,71037.0,,Dhule,4.0,No
PART_00905,Rajesh Kumar 23,42,Female,Diploma,Pune,Taluka_2,Below 1 Lakh,No,Medical Lab Technology,TC_0092,2025-02-19,Ongoing,,No,,Not Applicable,,,,,,3.0,Maybe
PART_00906,Nitin Bhosale 1,25,Female,12th Pass,Thane,Taluka_8,Above 10 Lakhs,No,Electrician Training,TC_0153,2025-03-20,Assessed,92.0,No,,Not Applicable,,,,,,,
PART_00907,Preeti Chopra 7,29,Female,Post Graduate,Nashik,Taluka_9,5-10 Lakhs,Yes,Customer Service,TC_0129,2026-07-01,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
PART_00908,Nitin Bhosale 49,32,Female,Diploma,Sangli,Taluka_3,1-3 Lakhs,Yes,Welding Technology,TC_0159,2026-05-15,Assessed,100.0,No,,Not Applicable,,,,,,,
PART_00909,Prakash More 82,38,Other,10th Pass,Jalna,Taluka_2,5-10 Lakhs,Yes,Customer Service,TC_0435,2026-01-11,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00910,Mohan Rao 18,29,Other,Post Graduate,Amravati,Taluka_10,3-5 Lakhs,Yes,Automotive Mechanic,TC_0293,2026-01-31,Completed,54.0,No,,Self Employed,,,,,,3.0,Yes
PART_00911,Anil Kamble 89,20,Other,10th Pass,Aurangabad,Taluka_2,1-3 Lakhs,No,Digital Marketing,TC_0056,2026-02-15,Ongoing,,No,,Not Applicable,,,,,,4.0,No
PART_00912,Neha Dubey 86,44,Other,Graduate,Dhule,Taluka_3,1-3 Lakhs,Yes,Welding Technology,TC_0049,2025-12-07,Completed,98.0,No,,Placed,Bajaj Finserv,Electrician,55068.0,,Satara,2.0,Maybe
PART_00913,Suresh Yadav 88,32,Female,Post Graduate,Kolhapur,Taluka_4,5-10 Lakhs,No,Full Stack Development,TC_0065,2026-05-15,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00914,Usha Menon 3,30,Other,12th Pass,Mumbai,Taluka_10,1-3 Lakhs,Yes,Accounting & GST,TC_0173,2025-04-14,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_00915,Preeti Chopra 83,29,Male,12th Pass,Pune,Taluka_5,3-5 Lakhs,Yes,Warehouse Management,TC_0083,2025-11-03,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_00916,Rekha Pillai 13,19,Other,Post Graduate,Nanded,Taluka_7,3-5 Lakhs,Yes,Welding Technology,TC_0132,2026-08-24,Certified,64.0,Yes,2027-01-29,Not Placed,,,,,,,
PART_00917,Geeta Sawant 10,37,Male,10th Pass,Thane,Taluka_3,Above 10 Lakhs,Yes,Accounting & GST,TC_0422,2025-09-30,Certified,67.0,Yes,2026-03-17,Placed,Tech Mahindra,Logistics Coordinator,79557.0,2026-03-29,Chandrapur,,
PART_00918,Laxmi Hegde 18,24,Female,Graduate,Latur,Taluka_1,1-3 Lakhs,Yes,Full Stack Development,TC_0063,2025-08-29,Assessed,71.0,No,,Not Applicable,,,,,,,
PART_00919,Sneha Deshmukh 67,33,Male,Post Graduate,Pune,Taluka_4,5-10 Lakhs,Yes,Cloud Computing,TC_0116,2025-09-29,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_00920,Mohan Rao 74,19,Male,12th Pass,Parbhani,Taluka_8,Below 1 Lakh,No,Cloud Computing,TC_0263,2025-11-17,Ongoing,,No,,Not Applicable,,,,,,4.0,Maybe
PART_00921,Rekha Pillai 15,26,Other,Post Graduate,Parbhani,Taluka_2,3-5 Lakhs,Yes,Welding Technology,TC_0017,2025-04-15,Completed,70.0,No,,Not Placed,,,,,,3.0,No
PART_00922,Nitin Bhosale 26,45,Male,10th Pass,Dhule,Taluka_3,Below 1 Lakh,Yes,Digital Marketing,TC_0212,2025-11-03,Completed,76.0,No,,Further Studies,,,,,,2.0,Maybe
PART_00923,Kavita Rao 43,43,Other,10th Pass,Jalna,Taluka_9,1-3 Lakhs,Yes,Medical Lab Technology,TC_0051,2025-04-29,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00924,Rajesh Kumar 78,19,Other,10th Pass,Latur,Taluka_7,5-10 Lakhs,No,Automotive Mechanic,TC_0458,2025-02-26,Assessed,63.0,No,,Not Applicable,,,,,,,
PART_00925,Manoj Tiwari 19,26,Female,Diploma,Jalgaon,Taluka_4,Above 10 Lakhs,Yes,Data Analytics,TC_0316,2025-02-07,Completed,76.0,No,,Further Studies,,,,,,3.0,No
PART_00926,Arun Kulkarni 71,29,Male,12th Pass,Chandrapur,Taluka_10,5-10 Lakhs,Yes,Customer Service,TC_0166,2025-09-17,Assessed,73.0,No,,Not Applicable,,,,,,,
PART_00927,Prakash More 11,27,Male,10th Pass,Nashik,Taluka_4,3-5 Lakhs,No,CNC Operation,TC_0249,2025-10-07,Assessed,65.0,No,,Not Applicable,,,,,,,
PART_00928,Laxmi Hegde 95,31,Male,10th Pass,Dhule,Taluka_8,Above 10 Lakhs,No,Beauty & Wellness,TC_0169,2026-04-03,Assessed,40.0,No,,Not Applicable,,,,,,,
PART_00929,Arun Kulkarni 65,33,Other,Post Graduate,Thane,Taluka_8,5-10 Lakhs,Yes,Full Stack Development,TC_0079,2026-02-04,Completed,98.0,No,,Not Placed,,,,,,1.0,Maybe
PART_00930,Suresh Yadav 74,29,Other,Post Graduate,Pune,Taluka_7,3-5 Lakhs,No,Mobile Repair,TC_0119,2025-04-06,Certified,73.0,Yes,2025-09-05,Not Placed,,,,,,,
PART_00931,Ashok Pawar 68,33,Other,Post Graduate,Parbhani,Taluka_3,1-3 Lakhs,No,Digital Marketing,TC_0302,2026-03-24,Certified,41.0,Yes,2026-09-02,Placed,Fortis Healthcare,Teacher,18977.0,2026-10-15,Yavatmal,,
PART_00932,Rajesh Kumar 43,29,Other,10th Pass,Sangli,Taluka_8,Above 10 Lakhs,Yes,CNC Operation,TC_0095,2026-01-14,Completed,70.0,No,,Placed,PhonePe,Data Analyst,74095.0,,Nanded,1.0,No
PART_00933,Usha Menon 89,34,Female,Post Graduate,Pune,Taluka_3,Above 10 Lakhs,Yes,Data Analytics,TC_0132,2025-04-13,Assessed,46.0,No,,Not Applicable,,,,,,,
PART_00934,Mohan Rao 6,37,Female,Post Graduate,Aurangabad,Taluka_10,1-3 Lakhs,No,Welding Technology,TC_0164,2026-07-28,Completed,91.0,No,,Further Studies,,,,,,3.0,Yes
PART_00935,Preeti Chopra 99,36,Male,12th Pass,Ahmednagar,Taluka_4,1-3 Lakhs,No,Data Analytics,TC_0285,2025-01-11,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_00936,Neha Dubey 24,42,Male,Post Graduate,Jalna,Taluka_6,5-10 Lakhs,No,Food Processing,TC_0215,2026-01-12,Completed,73.0,No,,Placed,IBM,Data Analyst,23474.0,,Osmanabad,4.0,Yes
PART_00937,Anil Kamble 100,42,Female,Post Graduate,Jalgaon,Taluka_9,Below 1 Lakh,Yes,Full Stack Development,TC_0329,2025-09-16,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00938,Sunita Kaur 12,31,Other,Diploma,Jalna,Taluka_5,Below 1 Lakh,No,Beauty & Wellness,TC_0500,2025-04-29,Completed,99.0,No,,Self Employed,,,,,,2.0,Maybe
PART_00939,Preeti Chopra 80,24,Male,Post Graduate,Ahmednagar,Taluka_4,1-3 Lakhs,Yes,Food Processing,TC_0261,2025-09-05,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00940,Rekha Pillai 57,40,Male,Diploma,Aurangabad,Taluka_6,Below 1 Lakh,No,Welding Technology,TC_0300,2025-02-24,Completed,66.0,No,,Self Employed,,,,,,3.0,No
PART_00941,Sunita Kaur 38,40,Female,Post Graduate,Chandrapur,Taluka_5,Below 1 Lakh,No,Automotive Mechanic,TC_0055,2026-06-27,Ongoing,,No,,Not Applicable,,,,,,4.0,No
PART_00942,Sneha Deshmukh 48,45,Other,Diploma,Sangli,Taluka_4,3-5 Lakhs,No,Welding Technology,TC_0007,2025-06-07,Certified,95.0,Yes,2025-09-18,Placed,Amazon,Data Analyst,26329.0,2025-10-24,Ahmednagar,,
PART_00943,Rahul Verma 26,34,Male,12th Pass,Parbhani,Taluka_1,1-3 Lakhs,No,Medical Lab Technology,TC_0166,2025-08-26,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00944,Suresh Yadav 16,21,Female,12th Pass,Ahmednagar,Taluka_2,5-10 Lakhs,No,Beauty & Wellness,TC_0267,2026-05-17,Certified,75.0,Yes,2026-10-03,Not Placed,,,,,,,
PART_00945,Shweta Bhatt 72,28,Female,Diploma,Solapur,Taluka_4,Below 1 Lakh,Yes,Mobile Repair,TC_0144,2026-04-05,Ongoing,,No,,Not Applicable,,,,,,4.0,Yes
PART_00946,Priya Sharma 43,24,Other,Graduate,Mumbai,Taluka_8,3-5 Lakhs,Yes,Retail Management,TC_0296,2026-07-10,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00947,Ramesh Jadhav 69,41,Male,Post Graduate,Mumbai,Taluka_8,3-5 Lakhs,Yes,Electrician Training,TC_0397,2025-09-01,Assessed,46.0,No,,Not Applicable,,,,,,,
PART_00948,Deepa Iyer 96,36,Other,Post Graduate,Jalna,Taluka_9,5-10 Lakhs,Yes,Warehouse Management,TC_0208,2025-05-11,Certified,44.0,Yes,2025-09-20,Not Placed,,,,,,,
PART_00949,Rahul Verma 99,45,Female,Post Graduate,Parbhani,Taluka_4,Below 1 Lakh,Yes,Digital Marketing,TC_0371,2026-02-25,Assessed,100.0,No,,Not Applicable,,,,,,,
PART_00950,Kavita Rao 36,20,Female,Graduate,Parbhani,Taluka_2,1-3 Lakhs,No,Customer Service,TC_0346,2026-03-15,Certified,91.0,Yes,2026-06-22,Further Studies,,,,,,,
PART_00951,Ramesh Jadhav 100,32,Other,12th Pass,Thane,Taluka_9,1-3 Lakhs,Yes,Mobile Repair,TC_0020,2026-06-05,Ongoing,,No,,Not Applicable,,,,,,3.0,No
PART_00952,Geeta Sawant 31,29,Male,Post Graduate,Ahmednagar,Taluka_9,5-10 Lakhs,Yes,Automotive Mechanic,TC_0482,2026-07-03,Completed,69.0,No,,Not Placed,,,,,,2.0,Maybe
PART_00953,Manoj Tiwari 58,36,Female,10th Pass,Solapur,Taluka_6,3-5 Lakhs,Yes,Automotive Mechanic,TC_0112,2025-07-19,Completed,61.0,No,,Not Placed,,,,,,5.0,No
PART_00954,Laxmi Hegde 40,42,Other,Post Graduate,Chandrapur,Taluka_7,Above 10 Lakhs,No,Data Analytics,TC_0157,2025-07-07,Completed,42.0,No,,Placed,Tata Motors,Nurse,36920.0,,Yavatmal,5.0,Maybe
PART_00955,Priya Sharma 22,40,Male,Graduate,Pune,Taluka_3,3-5 Lakhs,Yes,CNC Operation,TC_0492,2025-09-23,Certified,47.0,Yes,2026-02-25,Not Placed,,,,,,,
PART_00956,Usha Menon 62,34,Female,Post Graduate,Nashik,Taluka_9,5-10 Lakhs,No,Customer Service,TC_0395,2025-04-28,Completed,76.0,No,,Placed,Byju's,Fitter,40855.0,,Bhiwandi,1.0,Yes
PART_00957,Deepa Iyer 84,38,Other,Post Graduate,Jalna,Taluka_6,Below 1 Lakh,Yes,Cloud Computing,TC_0326,2025-04-15,Ongoing,,No,,Not Applicable,,,,,,3.0,Maybe
PART_00958,Vikram Singh 47,38,Male,Graduate,Kolhapur,Taluka_1,3-5 Lakhs,Yes,Customer Service,TC_0315,2025-12-07,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_00959,Sunita Kaur 13,38,Female,Diploma,Bhiwandi,Taluka_6,1-3 Lakhs,Yes,Electrician Training,TC_0468,2026-02-06,Completed,43.0,No,,Not Placed,,,,,,3.0,Maybe
PART_00960,Mohan Rao 78,21,Female,Graduate,Dhule,Taluka_7,3-5 Lakhs,Yes,Data Analytics,TC_0228,2025-05-14,Completed,50.0,No,,Not Placed,,,,,,2.0,No
PART_00961,Geeta Sawant 100,44,Other,Diploma,Ahmednagar,Taluka_3,Above 10 Lakhs,Yes,Automotive Mechanic,TC_0335,2026-05-13,Completed,47.0,No,,Placed,Razorpay,Customer Support Specialist,39356.0,,Pune,3.0,Maybe
PART_00962,Manoj Tiwari 71,19,Female,Post Graduate,Jalna,Taluka_8,3-5 Lakhs,Yes,Electrician Training,TC_0068,2025-04-21,Ongoing,,No,,Not Applicable,,,,,,5.0,Yes
PART_00963,Amit Patel 59,33,Female,Graduate,Nanded,Taluka_8,5-10 Lakhs,Yes,Customer Service,TC_0169,2025-08-31,Completed,83.0,No,,Placed,Capgemini,Machine Operator,44870.0,,Parbhani,5.0,Maybe
PART_00964,Sunita Kaur 36,27,Female,Diploma,Nagpur,Taluka_8,Below 1 Lakh,Yes,Data Analytics,TC_0104,2026-02-04,Assessed,72.0,No,,Not Applicable,,,,,,,
PART_00965,Rekha Pillai 29,44,Male,Post Graduate,Nagpur,Taluka_2,3-5 Lakhs,No,Medical Lab Technology,TC_0442,2025-02-14,Completed,98.0,No,,Placed,Tata Motors,Electrician,46282.0,,Jalgaon,2.0,Yes
PART_00966,Rekha Pillai 35,42,Other,Post Graduate,Solapur,Taluka_6,1-3 Lakhs,No,Digital Marketing,TC_0149,2025-08-22,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00967,Shweta Bhatt 35,18,Male,10th Pass,Sangli,Taluka_9,Above 10 Lakhs,Yes,Accounting & GST,TC_0157,2025-10-03,Ongoing,,No,,Not Applicable,,,,,,1.0,Yes
PART_00968,Sunita Kaur 23,32,Female,12th Pass,Ahmednagar,Taluka_9,5-10 Lakhs,Yes,Welding Technology,TC_0389,2025-11-21,Completed,79.0,No,,Not Placed,,,,,,3.0,Yes
PART_00969,Suresh Yadav 94,39,Male,Diploma,Akola,Taluka_3,Above 10 Lakhs,Yes,Warehouse Management,TC_0097,2025-01-08,Assessed,57.0,No,,Not Applicable,,,,,,,
PART_00970,Ashok Pawar 4,31,Male,Post Graduate,Jalna,Taluka_7,Above 10 Lakhs,No,Accounting & GST,TC_0165,2026-08-13,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_00971,Arun Kulkarni 49,21,Female,10th Pass,Solapur,Taluka_6,3-5 Lakhs,No,Full Stack Development,TC_0416,2026-02-19,Certified,41.0,Yes,2026-07-02,Further Studies,,,,,,,
PART_00972,Anjali Reddy 46,35,Other,Graduate,Sangli,Taluka_9,5-10 Lakhs,No,Cloud Computing,TC_0083,2025-03-16,Completed,79.0,No,,Self Employed,,,,,,5.0,Yes
PART_00973,Deepa Iyer 60,32,Male,Post Graduate,Ahmednagar,Taluka_9,1-3 Lakhs,No,Cloud Computing,TC_0096,2026-04-01,Completed,80.0,No,,Placed,Larsen & Toubro,Supply Chain Analyst,70671.0,,Amravati,1.0,No
PART_00974,Sneha Deshmukh 14,19,Male,Diploma,Nashik,Taluka_10,5-10 Lakhs,No,Accounting & GST,TC_0344,2025-08-13,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00975,Pooja Joshi 87,24,Female,10th Pass,Ahmednagar,Taluka_3,Below 1 Lakh,No,Data Analytics,TC_0131,2026-01-25,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_00976,Manoj Tiwari 51,44,Other,Graduate,Nashik,Taluka_8,Below 1 Lakh,Yes,Cloud Computing,TC_0070,2025-10-16,Completed,54.0,No,,Self Employed,,,,,,2.0,No
PART_00977,Deepa Iyer 32,32,Male,12th Pass,Bhiwandi,Taluka_8,Above 10 Lakhs,No,Data Analytics,TC_0128,2026-03-26,Certified,51.0,Yes,2026-07-24,Placed,Apollo Hospitals,Nurse,64628.0,2026-10-16,Sangli,,
PART_00978,Sunita Kaur 79,39,Male,10th Pass,Parbhani,Taluka_7,5-10 Lakhs,No,Data Analytics,TC_0061,2025-09-02,Completed,89.0,No,,Self Employed,,,,,,3.0,Yes
PART_00979,Laxmi Hegde 56,29,Other,Post Graduate,Thane,Taluka_6,1-3 Lakhs,Yes,Customer Service,TC_0216,2025-07-28,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00980,Arun Kulkarni 56,39,Other,Diploma,Nagpur,Taluka_5,1-3 Lakhs,Yes,Customer Service,TC_0400,2025-02-24,Completed,72.0,No,,Placed,Cognizant,Business Analyst,21779.0,,Raigad,2.0,Maybe
PART_00981,Suresh Yadav 29,40,Female,Graduate,Nagpur,Taluka_2,1-3 Lakhs,No,Warehouse Management,TC_0184,2026-05-21,Certified,82.0,Yes,2026-11-13,Placed,Flipkart,Machine Operator,53933.0,2027-01-11,Latur,,
PART_00982,Laxmi Hegde 100,43,Other,Post Graduate,Jalna,Taluka_10,Below 1 Lakh,Yes,Cloud Computing,TC_0059,2025-03-17,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_00983,Shweta Bhatt 4,29,Male,Post Graduate,Jalgaon,Taluka_9,Above 10 Lakhs,Yes,Data Analytics,TC_0274,2025-06-09,Completed,68.0,No,,Not Placed,,,,,,1.0,Maybe
PART_00984,Neha Dubey 62,33,Other,Post Graduate,Pune,Taluka_9,5-10 Lakhs,No,Automotive Mechanic,TC_0209,2025-09-07,Completed,80.0,No,,Not Placed,,,,,,2.0,No
PART_00985,Anjali Reddy 95,35,Male,10th Pass,Pune,Taluka_10,1-3 Lakhs,Yes,Mobile Repair,TC_0111,2025-08-24,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00986,Neha Dubey 81,21,Female,10th Pass,Nashik,Taluka_3,1-3 Lakhs,No,Warehouse Management,TC_0342,2025-06-07,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00987,Amit Patel 61,35,Other,12th Pass,Ahmednagar,Taluka_8,Below 1 Lakh,Yes,Beauty & Wellness,TC_0356,2025-01-27,Assessed,45.0,No,,Not Applicable,,,,,,,
PART_00988,Dinesh Shinde 86,35,Male,12th Pass,Akola,Taluka_6,Below 1 Lakh,Yes,Cloud Computing,TC_0105,2026-07-13,Completed,43.0,No,,Not Placed,,,,,,2.0,Maybe
PART_00989,Anil Kamble 25,24,Female,Graduate,Nashik,Taluka_3,5-10 Lakhs,No,CNC Operation,TC_0130,2025-01-11,Assessed,88.0,No,,Not Applicable,,,,,,,
PART_00990,Dinesh Shinde 14,44,Female,Diploma,Aurangabad,Taluka_6,Above 10 Lakhs,Yes,Electrician Training,TC_0354,2025-09-26,Certified,55.0,Yes,2026-03-05,Placed,Axis Bank,Teacher,71580.0,2026-04-02,Dhule,,
PART_00991,Rekha Pillai 6,32,Female,12th Pass,Parbhani,Taluka_1,Above 10 Lakhs,No,Mobile Repair,TC_0010,2025-12-16,Completed,92.0,No,,Placed,Crompton Greaves,Software Developer,51795.0,,Beed,3.0,No
PART_00992,Prakash More 98,32,Other,10th Pass,Mumbai,Taluka_1,1-3 Lakhs,No,Automotive Mechanic,TC_0378,2026-05-23,Dropped Out,,No,,Not Applicable,,,,,,,
PART_00993,Usha Menon 53,35,Female,Graduate,Jalna,Taluka_2,Below 1 Lakh,No,Warehouse Management,TC_0318,2025-02-20,Completed,99.0,No,,Placed,HDFC Bank,Warehouse Supervisor,48406.0,,Nanded,4.0,No
PART_00994,Arun Kulkarni 25,38,Female,Graduate,Latur,Taluka_4,Below 1 Lakh,No,Welding Technology,TC_0366,2026-07-10,Ongoing,,No,,Not Applicable,,,,,,4.0,No
PART_00995,Prakash More 59,38,Male,10th Pass,Jalna,Taluka_3,Above 10 Lakhs,Yes,Medical Lab Technology,TC_0039,2025-08-18,Completed,64.0,No,,Not Placed,,,,,,4.0,Maybe
PART_00996,Anjali Reddy 63,27,Female,12th Pass,Aurangabad,Taluka_3,1-3 Lakhs,No,Warehouse Management,TC_0155,2026-01-20,Certified,81.0,Yes,2026-05-21,Not Placed,,,,,,,
PART_00997,Shweta Bhatt 85,24,Other,Post Graduate,Nashik,Taluka_7,5-10 Lakhs,Yes,Customer Service,TC_0199,2026-08-06,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_00998,Anjali Reddy 37,20,Female,Post Graduate,Jalna,Taluka_5,3-5 Lakhs,No,Accounting & GST,TC_0354,2025-09-21,Ongoing,,No,,Not Applicable,,,,,,3.0,No
PART_00999,Sneha Deshmukh 93,45,Female,Graduate,Akola,Taluka_7,Above 10 Lakhs,No,Beauty & Wellness,TC_0327,2026-03-13,Ongoing,,No,,Not Applicable,,,,,,5.0,Yes
PART_01000,Geeta Sawant 94,18,Other,Post Graduate,Parbhani,Taluka_10,Below 1 Lakh,Yes,Automotive Mechanic,TC_0164,2025-02-23,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01001,Preeti Chopra 38,19,Male,12th Pass,Akola,Taluka_7,1-3 Lakhs,No,Electrician Training,TC_0348,2025-02-18,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_01002,Arun Kulkarni 12,27,Other,Diploma,Ahmednagar,Taluka_3,1-3 Lakhs,Yes,Food Processing,TC_0018,2025-11-29,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01003,Kavita Rao 6,28,Male,Graduate,Ahmednagar,Taluka_2,5-10 Lakhs,No,Accounting & GST,TC_0283,2025-03-14,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01004,Manoj Tiwari 59,41,Other,12th Pass,Thane,Taluka_5,Above 10 Lakhs,Yes,CNC Operation,TC_0136,2026-05-16,Certified,92.0,Yes,2026-10-28,Placed,Byju's,Data Analyst,36253.0,2027-01-22,Mumbai,,
PART_01005,Dinesh Shinde 20,44,Male,Graduate,Jalgaon,Taluka_2,3-5 Lakhs,No,CNC Operation,TC_0413,2025-01-26,Completed,81.0,No,,Not Placed,,,,,,5.0,Yes
PART_01006,Deepa Iyer 28,30,Male,Graduate,Solapur,Taluka_10,5-10 Lakhs,Yes,Automotive Mechanic,TC_0375,2026-03-17,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01007,Deepa Iyer 83,24,Female,12th Pass,Akola,Taluka_7,5-10 Lakhs,No,Electrician Training,TC_0268,2025-04-18,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01008,Neha Dubey 7,21,Other,10th Pass,Chandrapur,Taluka_1,5-10 Lakhs,Yes,Digital Marketing,TC_0481,2025-04-20,Certified,66.0,Yes,2025-08-22,Placed,Byju's,Data Analyst,40956.0,2025-10-21,Latur,,
PART_01009,Vikram Singh 34,32,Other,Diploma,Mumbai,Taluka_8,Below 1 Lakh,Yes,Accounting & GST,TC_0337,2025-06-21,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_01010,Sneha Deshmukh 32,22,Other,12th Pass,Parbhani,Taluka_8,3-5 Lakhs,No,CNC Operation,TC_0334,2026-06-13,Certified,41.0,Yes,2026-09-13,Placed,Vedantu,Full Stack Developer,19492.0,2026-11-19,Aurangabad,,
PART_01011,Ashok Pawar 73,27,Other,12th Pass,Pune,Taluka_6,Below 1 Lakh,No,Warehouse Management,TC_0277,2025-07-28,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01012,Rekha Pillai 25,45,Other,10th Pass,Mumbai,Taluka_9,5-10 Lakhs,No,Customer Service,TC_0280,2026-04-21,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01013,Geeta Sawant 7,26,Male,Diploma,Chandrapur,Taluka_5,1-3 Lakhs,No,Medical Lab Technology,TC_0076,2025-03-19,Ongoing,,No,,Not Applicable,,,,,,5.0,No
PART_01014,Kavita Rao 82,35,Male,Post Graduate,Aurangabad,Taluka_8,1-3 Lakhs,Yes,Customer Service,TC_0128,2025-09-03,Certified,100.0,Yes,2025-12-06,Further Studies,,,,,,,
PART_01015,Rahul Verma 37,35,Female,Graduate,Chandrapur,Taluka_6,Above 10 Lakhs,No,Full Stack Development,TC_0328,2025-02-27,Assessed,77.0,No,,Not Applicable,,,,,,,
PART_01016,Rekha Pillai 33,36,Other,12th Pass,Ahmednagar,Taluka_6,5-10 Lakhs,Yes,Customer Service,TC_0453,2025-02-28,Assessed,63.0,No,,Not Applicable,,,,,,,
PART_01017,Deepa Iyer 25,41,Male,Graduate,Latur,Taluka_6,Below 1 Lakh,No,Retail Management,TC_0153,2025-10-04,Ongoing,,No,,Not Applicable,,,,,,4.0,No
PART_01018,Preeti Chopra 15,38,Male,Graduate,Ahmednagar,Taluka_2,5-10 Lakhs,Yes,Retail Management,TC_0029,2025-07-07,Assessed,72.0,No,,Not Applicable,,,,,,,
PART_01019,Vikram Singh 74,45,Other,10th Pass,Solapur,Taluka_3,Below 1 Lakh,Yes,Customer Service,TC_0076,2026-01-01,Ongoing,,No,,Not Applicable,,,,,,2.0,Yes
PART_01020,Kavita Rao 23,28,Female,Diploma,Parbhani,Taluka_4,Below 1 Lakh,No,Welding Technology,TC_0367,2025-05-24,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01021,Priya Sharma 15,21,Female,Post Graduate,Latur,Taluka_9,3-5 Lakhs,Yes,Electrician Training,TC_0179,2025-03-03,Assessed,75.0,No,,Not Applicable,,,,,,,
PART_01022,Deepa Iyer 34,37,Other,10th Pass,Nashik,Taluka_5,Above 10 Lakhs,No,Mobile Repair,TC_0287,2025-02-24,Dropped Out,,No,,Not Applicable,,,,,,,
PART_01023,Sneha Deshmukh 44,30,Male,10th Pass,Kolhapur,Taluka_4,5-10 Lakhs,No,Full Stack Development,TC_0343,2025-04-16,Ongoing,,No,,Not Applicable,,,,,,5.0,Maybe
PART_01024,Anjali Reddy 93,18,Other,Diploma,Sangli,Taluka_7,1-3 Lakhs,No,Automotive Mechanic,TC_0066,2025-04-04,Assessed,45.0,No,,Not Applicable,,,,,,,
PART_01025,Anil Kamble 7,21,Female,Post Graduate,Bhiwandi,Taluka_3,Below 1 Lakh,No,Customer Service,TC_0020,2025-12-26,Assessed,70.0,No,,Not Applicable,,,,,,,
PART_01026,Anil Kamble 94,22,Other,Graduate,Akola,Taluka_4,1-3 Lakhs,Yes,Automotive Mechanic,TC_0215,2026-01-09,Ongoing,,No,,Not Applicable,,,,,,2.0,Maybe
